X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-2.000000e-05,2.000000e-09
0,0.00e+00,2.00e-01,
1,0.00e+00,2.00e-01,
2,0.00e+00,2.00e-01,
3,0.00e+00,-4.35e-05,
4,0.00e+00,2.00e-01,
5,0.00e+00,2.00e-01,
6,0.00e+00,2.00e-01,
7,0.00e+00,-4.35e-05,
8,0.00e+00,2.00e-01,
9,-4.00e-04,2.00e-01,
10,0.00e+00,2.00e-01,
11,0.00e+00,-4.35e-05,
12,0.00e+00,2.00e-01,
13,4.00e-04,2.00e-01,
14,0.00e+00,2.00e-01,
15,0.00e+00,-4.35e-05,
16,0.00e+00,2.00e-01,
17,0.00e+00,-4.35e-05,
18,0.00e+00,2.00e-01,
19,0.00e+00,-4.35e-05,
20,-4.00e-04,2.00e-01,
21,0.00e+00,2.00e-01,
22,0.00e+00,2.00e-01,
23,0.00e+00,-4.35e-05,
24,0.00e+00,2.00e-01,
25,0.00e+00,-4.35e-05,
26,0.00e+00,2.00e-01,
27,0.00e+00,-4.35e-05,
28,0.00e+00,2.00e-01,
29,0.00e+00,2.00e-01,
30,0.00e+00,2.00e-01,
31,0.00e+00,-4.35e-05,
32,0.00e+00,2.00e-01,
33,0.00e+00,-4.35e-05,
34,0.00e+00,2.00e-01,
35,0.00e+00,-4.35e-05,
36,0.00e+00,2.00e-01,
37,0.00e+00,2.00e-01,
38,0.00e+00,2.00e-01,
39,0.00e+00,-4.35e-05,
40,0.00e+00,2.00e-01,
41,0.00e+00,2.00e-01,
42,0.00e+00,2.00e-01,
43,0.00e+00,-4.35e-05,
44,0.00e+00,2.00e-01,
45,0.00e+00,2.00e-01,
46,0.00e+00,2.00e-01,
47,4.00e-04,-4.35e-05,
48,-4.00e-04,2.00e-01,
49,0.00e+00,-4.35e-05,
50,0.00e+00,2.00e-01,
51,0.00e+00,-4.35e-05,
52,-4.00e-04,2.00e-01,
53,0.00e+00,2.00e-01,
54,0.00e+00,2.00e-01,
55,0.00e+00,-4.35e-05,
56,-4.00e-04,2.00e-01,
57,0.00e+00,2.00e-01,
58,0.00e+00,2.00e-01,
59,0.00e+00,-4.35e-05,
60,-4.00e-04,2.00e-01,
61,0.00e+00,2.00e-01,
62,0.00e+00,2.00e-01,
63,0.00e+00,-4.35e-05,
64,-4.00e-04,2.00e-01,
65,0.00e+00,2.00e-01,
66,0.00e+00,2.00e-01,
67,0.00e+00,-4.35e-05,
68,-4.00e-04,2.00e-01,
69,0.00e+00,2.00e-01,
70,0.00e+00,2.00e-01,
71,0.00e+00,-4.35e-05,
72,0.00e+00,2.00e-01,
73,0.00e+00,-4.35e-05,
74,0.00e+00,2.00e-01,
75,0.00e+00,-4.35e-05,
76,0.00e+00,2.00e-01,
77,-4.00e-04,2.00e-01,
78,0.00e+00,2.00e-01,
79,0.00e+00,-4.35e-05,
80,0.00e+00,2.00e-01,
81,0.00e+00,2.00e-01,
82,0.00e+00,2.00e-01,
83,0.00e+00,-4.35e-05,
84,0.00e+00,2.00e-01,
85,0.00e+00,2.00e-01,
86,-4.00e-04,2.00e-01,
87,0.00e+00,-4.35e-05,
88,0.00e+00,2.00e-01,
89,0.00e+00,2.00e-01,
90,0.00e+00,2.00e-01,
91,0.00e+00,-4.35e-05,
92,0.00e+00,2.00e-01,
93,0.00e+00,2.00e-01,
94,0.00e+00,2.00e-01,
95,0.00e+00,-4.35e-05,
96,0.00e+00,2.00e-01,
97,0.00e+00,2.00e-01,
98,0.00e+00,2.00e-01,
99,0.00e+00,-4.35e-05,
100,0.00e+00,2.00e-01,
101,0.00e+00,-4.35e-05,
102,-4.00e-04,2.00e-01,
103,0.00e+00,-4.35e-05,
104,0.00e+00,2.00e-01,
105,0.00e+00,2.00e-01,
106,0.00e+00,2.00e-01,
107,0.00e+00,-4.35e-05,
108,0.00e+00,2.00e-01,
109,0.00e+00,2.00e-01,
110,0.00e+00,2.00e-01,
111,0.00e+00,-4.35e-05,
112,0.00e+00,2.00e-01,
113,0.00e+00,2.00e-01,
114,0.00e+00,2.00e-01,
115,0.00e+00,-4.35e-05,
116,0.00e+00,2.00e-01,
117,0.00e+00,2.00e-01,
118,0.00e+00,2.00e-01,
119,0.00e+00,-4.35e-05,
120,0.00e+00,2.00e-01,
121,0.00e+00,2.00e-01,
122,0.00e+00,2.00e-01,
123,0.00e+00,-4.35e-05,
124,-4.00e-04,2.00e-01,
125,0.00e+00,2.00e-01,
126,0.00e+00,2.00e-01,
127,0.00e+00,-4.35e-05,
128,0.00e+00,2.00e-01,
129,0.00e+00,2.00e-01,
130,0.00e+00,2.00e-01,
131,0.00e+00,-4.35e-05,
132,0.00e+00,2.00e-01,
133,0.00e+00,2.00e-01,
134,0.00e+00,2.00e-01,
135,0.00e+00,-4.35e-05,
136,-4.00e-04,2.00e-01,
137,0.00e+00,-4.35e-05,
138,0.00e+00,2.00e-01,
139,0.00e+00,-4.35e-05,
140,0.00e+00,2.00e-01,
141,0.00e+00,2.00e-01,
142,0.00e+00,2.00e-01,
143,0.00e+00,-4.35e-05,
144,-4.00e-04,2.00e-01,
145,-4.00e-04,-4.35e-05,
146,0.00e+00,2.00e-01,
147,0.00e+00,-4.35e-05,
148,-4.00e-04,2.00e-01,
149,0.00e+00,2.00e-01,
150,0.00e+00,2.00e-01,
151,0.00e+00,-4.35e-05,
152,0.00e+00,2.00e-01,
153,0.00e+00,-4.35e-05,
154,0.00e+00,2.00e-01,
155,0.00e+00,-4.35e-05,
156,-4.00e-04,2.00e-01,
157,0.00e+00,2.00e-01,
158,0.00e+00,2.00e-01,
159,0.00e+00,-4.35e-05,
160,0.00e+00,2.00e-01,
161,0.00e+00,2.00e-01,
162,0.00e+00,2.00e-01,
163,0.00e+00,-4.35e-05,
164,0.00e+00,2.00e-01,
165,0.00e+00,2.00e-01,
166,0.00e+00,2.00e-01,
167,0.00e+00,-4.35e-05,
168,0.00e+00,2.00e-01,
169,0.00e+00,2.00e-01,
170,0.00e+00,2.00e-01,
171,0.00e+00,-4.35e-05,
172,0.00e+00,2.00e-01,
173,0.00e+00,2.00e-01,
174,0.00e+00,2.00e-01,
175,0.00e+00,-4.35e-05,
176,0.00e+00,2.00e-01,
177,0.00e+00,2.00e-01,
178,0.00e+00,2.00e-01,
179,0.00e+00,-4.35e-05,
180,0.00e+00,2.00e-01,
181,0.00e+00,2.00e-01,
182,0.00e+00,2.00e-01,
183,0.00e+00,-4.35e-05,
184,0.00e+00,2.00e-01,
185,0.00e+00,-4.35e-05,
186,0.00e+00,2.00e-01,
187,0.00e+00,-4.35e-05,
188,0.00e+00,2.00e-01,
189,0.00e+00,2.00e-01,
190,0.00e+00,2.00e-01,
191,0.00e+00,-4.35e-05,
192,0.00e+00,2.00e-01,
193,0.00e+00,2.00e-01,
194,0.00e+00,2.00e-01,
195,0.00e+00,-4.35e-05,
196,0.00e+00,2.00e-01,
197,0.00e+00,2.00e-01,
198,0.00e+00,2.00e-01,
199,0.00e+00,-4.35e-05,
200,0.00e+00,2.00e-01,
201,0.00e+00,2.00e-01,
202,0.00e+00,2.00e-01,
203,0.00e+00,-4.35e-05,
204,0.00e+00,2.00e-01,
205,0.00e+00,2.00e-01,
206,0.00e+00,2.00e-01,
207,0.00e+00,-4.35e-05,
208,0.00e+00,2.00e-01,
209,0.00e+00,2.00e-01,
210,0.00e+00,2.00e-01,
211,0.00e+00,-4.35e-05,
212,0.00e+00,2.00e-01,
213,0.00e+00,2.00e-01,
214,0.00e+00,2.00e-01,
215,4.00e-04,-4.35e-05,
216,0.00e+00,2.00e-01,
217,0.00e+00,2.00e-01,
218,0.00e+00,2.00e-01,
219,0.00e+00,-4.35e-05,
220,0.00e+00,2.00e-01,
221,0.00e+00,2.00e-01,
222,0.00e+00,2.00e-01,
223,4.00e-04,-4.35e-05,
224,0.00e+00,2.00e-01,
225,0.00e+00,2.00e-01,
226,0.00e+00,2.00e-01,
227,0.00e+00,-4.35e-05,
228,0.00e+00,2.00e-01,
229,0.00e+00,2.00e-01,
230,0.00e+00,2.00e-01,
231,0.00e+00,-4.35e-05,
232,0.00e+00,2.00e-01,
233,0.00e+00,2.00e-01,
234,0.00e+00,2.00e-01,
235,0.00e+00,-4.35e-05,
236,0.00e+00,2.00e-01,
237,0.00e+00,2.00e-01,
238,0.00e+00,2.00e-01,
239,0.00e+00,-4.35e-05,
240,0.00e+00,2.00e-01,
241,0.00e+00,2.00e-01,
242,0.00e+00,2.00e-01,
243,0.00e+00,-4.35e-05,
244,0.00e+00,2.00e-01,
245,0.00e+00,2.00e-01,
246,0.00e+00,2.00e-01,
247,0.00e+00,-4.35e-05,
248,0.00e+00,2.00e-01,
249,0.00e+00,2.00e-01,
250,0.00e+00,2.00e-01,
251,0.00e+00,-4.35e-05,
252,0.00e+00,2.00e-01,
253,0.00e+00,2.00e-01,
254,0.00e+00,2.00e-01,
255,0.00e+00,-4.35e-05,
256,0.00e+00,2.00e-01,
257,0.00e+00,2.00e-01,
258,0.00e+00,2.00e-01,
259,0.00e+00,-4.35e-05,
260,0.00e+00,2.00e-01,
261,0.00e+00,2.00e-01,
262,0.00e+00,2.00e-01,
263,0.00e+00,-4.35e-05,
264,0.00e+00,2.00e-01,
265,0.00e+00,-4.35e-05,
266,0.00e+00,2.00e-01,
267,0.00e+00,-4.35e-05,
268,0.00e+00,2.00e-01,
269,0.00e+00,2.00e-01,
270,0.00e+00,2.00e-01,
271,0.00e+00,-4.35e-05,
272,0.00e+00,2.00e-01,
273,0.00e+00,-4.35e-05,
274,0.00e+00,2.00e-01,
275,0.00e+00,-4.35e-05,
276,0.00e+00,2.00e-01,
277,0.00e+00,2.00e-01,
278,0.00e+00,2.00e-01,
279,0.00e+00,-4.35e-05,
280,0.00e+00,2.00e-01,
281,0.00e+00,-4.35e-05,
282,0.00e+00,2.00e-01,
